,text,place,uri,collector,area,lat,lon
45385,Πήρι δρόμον,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170446,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
45259,Όποιους έχ' πουλύ πιπέρ' βάν κι στα λάχανα,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/256455,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
1374,Οι πουλλές οι μαμμές βγάν' ν του πιδί σακάτκου,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/244739,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
45429,"Σά σώρχιτ' αναγούλια, βάλ' του δάχλουσ' να ξιράης","Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/148762,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
44970,Η θα βρέξ' ή θα χιονίσ' ή καλός κιρός θα κάν',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/148727,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
74025,Άλλα λέγω του παππά και άλλα μου καλαναρχά,Ήπειρος,http://hdl.handle.net/20.500.11853/152928,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
45518,Τα πιδιά απού τ' μάννα ουρφανεύν',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205390,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
92617,Μαύρα μάτια σαν ελιές και γεμάτα μαργιολιές,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/280568,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671
74039,Άλλος έφαγε τα σύκα κι άλλος τα πλερόνει,Ήπειρος,http://hdl.handle.net/20.500.11853/152934,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
8577,Οπ' γιαχνί κι αυτός πεπέρι,Ήπειρος,http://hdl.handle.net/20.500.11853/203478,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
105898,Λέγ' μπάρα μπούρα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/275332,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
74049,Άλογο σιδερικό ήγουν δυνατό και ποδοφτερουγάτο,Ήπειρος,http://hdl.handle.net/20.500.11853/152958,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
74481,Έπεσε εις τ' άπατα,Ήπειρος,http://hdl.handle.net/20.500.11853/256842,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
104597,Είναι νερό για λειτουγιά,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/239485,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
4367,"Απόχτησ' ο άβρακος βρακί, κάθι κ' ώρα και το λυεί",Ήπειρος,http://hdl.handle.net/20.500.11853/141297,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
75061,Τόσα ζωνάρια έχει το σπιτικό του ήγουν τόσαις γενεαίς έχει η οικογένεια του,Ήπειρος,http://hdl.handle.net/20.500.11853/181614,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
74530,Εδώ είμαι κ' εδώ νά 'μαι,Ήπειρος,http://hdl.handle.net/20.500.11853/181769,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
112051,Του κρατουν τες ποδιές,Ήπειρος,http://hdl.handle.net/20.500.11853/256060,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
45463,Σι' μια αμασκάλ' δυό πιπόνια δε χωρούν,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170450,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
8501,Ο κάμπος έχει μάτια κι ο τοίχος αυτιά,Ήπειρος,http://hdl.handle.net/20.500.11853/141923,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
8285,Δυό σπασμέν' ένα γερό,Ήπειρος,http://hdl.handle.net/20.500.11853/166998,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
81613,"Με πουλησες, μαννίτσα για μια ζυγί παπουτσια","Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/256569,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
18561,Ο Θεός να σε φυλάγη από βουβό ποτάμι,Ήπειρος,http://hdl.handle.net/20.500.11853/255888,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
111893,Αυτά τα λέγουν στο μύλο,Ήπειρος,http://hdl.handle.net/20.500.11853/283980,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
5263,Πέτρα που κατρακυλά μουχό ποτέ δεν πιάνει,Ήπειρος,http://hdl.handle.net/20.500.11853/256034,"Βενέτος, Νικόλαος Σ.",Ήπειρος,37.9982534,23.7378671
45091,Κόψι ξύλου φκειάσι Γεώργου κι απού κουτσουπιά Θανάσ' κι αν ρουτάς κι για του Γιάν' κι απού βρουμουξ'λιά νάνι κάν',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170311,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
112044,Του βγήκαν τα μάτια του,Ήπειρος,http://hdl.handle.net/20.500.11853/279768,"Σωφρόνιος, ηγούμενος Μονής Λιγγιστάδων",Ήπειρος,37.9982534,23.7378671
4586,"Τί σου λείπει, κασσιδιάρη; σκούφ΄από μαργαριτάρι",Ήπειρος,http://hdl.handle.net/20.500.11853/276769,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
105054,Σύρε στο γάμο να πής και του χρόν',"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198216,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
118842,"Κάλλια το κακό στο μάλι μου, παρά στο κεφάλι μου",Ήπειρος,http://hdl.handle.net/20.500.11853/200031,"Χρηστοβασίλης, Χρ.",Ήπειρος,37.9982534,23.7378671
104861,Ο κόσμος εθρηνίζουνταν κι οι κούρβες εστολίζουνταν,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/272538,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
74099,Άφρακτος ο κύπος έρημα τα λάχανα,Ήπειρος,http://hdl.handle.net/20.500.11853/153098,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
1302,Κάθι αρχή κι δύσκολ',"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186332,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
44882,Δεν εχ' κώλου,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/273719,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
74597,Εννιά κ' η βάρκα δέκα,Ήπειρος,http://hdl.handle.net/20.500.11853/181507,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
105873,Κόσμος θάμα,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/271755,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
104366,Σκάβω λαγούμι,Ήπειρος,http://hdl.handle.net/20.500.11853/275789,"Ρέκας, Β. Δ.",Ήπειρος,37.9982534,23.7378671
94080,Ούρμα – άγρα,Ήπειρος,http://hdl.handle.net/20.500.11853/156514,"Παπαγεωργίου, Σωτηρ. Π.",Ήπειρος,37.9982534,23.7378671
89861,Κι αυτός κακό χειρόβολο κι εγώ κακό δεμάτι,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/237951,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
81465,Άναψε κηρί του διαβόλου να σε κάμη να χεσθής,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/168327,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
8492,Ο αγωροφάης κερδίζει,Ήπειρος,http://hdl.handle.net/20.500.11853/141920,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
104687,"Κάθε πέρσι και καλύτερα, κάθε φέτο και χειρότερα","Ήπειρος, Κόνιτσα, Βούρμπιανη",http://hdl.handle.net/20.500.11853/256713,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
8614,Πίσω ξανανά,Ήπειρος,http://hdl.handle.net/20.500.11853/203487,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
105691,Βαρύ σαν το μαλύβι,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157856,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
93801,"Ξύλα, κούτσουρα, δαυλιά καμμένα","Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/290182,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
18527,Δυό άτια 'ς έναν νταβλά δεν τρών,Ήπειρος,http://hdl.handle.net/20.500.11853/165797,"Ζηκίδης, Γεώργιος Δ.",Ήπειρος,37.9982534,23.7378671
105722,Ε καλά μόσκασε η κοιλιά,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/204260,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
75107,Τούτος ο ανήφορος έχει και κατήφορο,Ήπειρος,http://hdl.handle.net/20.500.11853/153002,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
64302,Ού μας γέννησ' η γομάρα στο κατώει,"Ήπειρος, Λοζέτσι",http://hdl.handle.net/20.500.11853/163803,"Λιουδάκη, Μαρία",Ήπειρος,37.9982534,23.7378671
94007,"Όσ΄ έχ΄ γρόσια στο πουγγί, τρώει ψάρια στο βουνί",Ήπειρος,http://hdl.handle.net/20.500.11853/169112,"Παπαγεωργίου, Ιωάννης",Ήπειρος,37.9982534,23.7378671
5246,Κουφόν καμπάνα κι' αν λαλής τυφλόν κι' αν θυμιατίζης και μεθυσμένον κ' αν κιρνάς όλα χαμένα τα χεις,Ήπειρος,http://hdl.handle.net/20.500.11853/273616,"Βενέτος, Νικόλαος Σ.",Ήπειρος,37.9982534,23.7378671
104436,Απ' ομπρός τό φίλο κι' από πίσω τό σκύλο,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198147,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
74554,"Είπα της γρηάς να χέση, κ' έκατσε κ' εξεκωλώθη",Ήπειρος,http://hdl.handle.net/20.500.11853/276426,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
105998,Όσο να πάρης την ανάσα σου,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157809,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
75079,Τον κακό του τον καιρό και τον ασβολομένο,Ήπειρος,http://hdl.handle.net/20.500.11853/267949,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
4370,Αφήνομε το γάμο και πάμε για περνάρια,Ήπειρος,http://hdl.handle.net/20.500.11853/141299,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
8607,Πέρυσι εκάη κ' εφέτο μύρ'σε,Ήπειρος,http://hdl.handle.net/20.500.11853/255967,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
1418,"Σ'ακά, σ'ακά, μπομ σ'ακά","Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/244745,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
7606,Η κλιά δε έχι παραθύρια,Ήπειρος,http://hdl.handle.net/20.500.11853/204643,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
74602,Επήγαμε να σκάψωμε και μας επαταγώσαν,Ήπειρος,http://hdl.handle.net/20.500.11853/212928,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
4574,Τ' αποθαμμένου το πουγγί αναποδα γυρίζει,Ήπειρος,http://hdl.handle.net/20.500.11853/256126,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
104933,Όσο να στολίσουν τη νύφη βγαίνουν τα μάτια του γαμπρού,"Ήπειρος, Κόνιτσα, Βούρμπιανη",http://hdl.handle.net/20.500.11853/178269,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
4502,Ο νοικοκύρης το πουλεί κι' ο τελιάλης δεν το δίνει,Ήπειρος,http://hdl.handle.net/20.500.11853/286160,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
81575,Κάλλια τ' αρχίδια του γαμβρού παρά τα μάτια του παιδιού,"Ήπειρος, Δρόβιανη",http://hdl.handle.net/20.500.11853/168351,"Μυστακίδης, Νικόλαος Γ.",Ήπειρος,37.9982534,23.7378671
4498,Ο ήλιος δεν κρύβεται με τον κόσκινον,Ήπειρος,http://hdl.handle.net/20.500.11853/273655,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
7598,Έννοια σ΄ κι μη σι μέλι΄ ξέρ΄ ου Γούσιας του τι θέλι΄,Ήπειρος,http://hdl.handle.net/20.500.11853/289228,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
89837,Επήγε για μαλλί κ' ήρθε κουρεμμένος,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/214511,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
4601,Το ψάρι το μεγάλο τρώει το μικρό,Ήπειρος,http://hdl.handle.net/20.500.11853/279823,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
104551,Έκλασ' η νύφ' ... σκόλασ' ο γάμος,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/198172,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
118984,Μετά πνεμάτων δικαιων,Ήπειρος,http://hdl.handle.net/20.500.11853/256312,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
105939,Μου ράϊζεται η καρδούλα μου,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/269849,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
1471,Του νόστιμου του φαητό του μαειρεύ' η πείνα,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/244724,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
45284,Όσου τ' ανακατών'ς τα σκατά τόσου βρουμού,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/148606,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
82276,Από τα κεραμίδια να τώβρη,Ήπειρος,http://hdl.handle.net/20.500.11853/155043,"Νεστορίδης, Κ.",Ήπειρος,37.9982534,23.7378671
1513,Χαρά 'ς ν  γκαρδιά σ'!,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/228061,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
119028,Χωρίς λουφέ κ' ο Άγιος δεν δουλεύει,Ήπειρος,http://hdl.handle.net/20.500.11853/277075,"Χριστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
74628,Ζαβή δουλειά,Ήπειρος,http://hdl.handle.net/20.500.11853/181536,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
45084,Κλέφτ'ς άπιαστους χέζ' του ν'κουκύρ',"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/205364,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
75022,"Τί σού λείπει κατσιδιάρη, σκούφο από μαργαριτάρι",Ήπειρος,http://hdl.handle.net/20.500.11853/277042,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
75125,Χάλασα τον κόσμο για να σ' εύρω,Ήπειρος,http://hdl.handle.net/20.500.11853/153012,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
74655,Ήλθε και σου θρονιάστηκε,Ήπειρος,http://hdl.handle.net/20.500.11853/181496,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
4549,Σ' αυτό το πλευρό να κοιμηθής,Ήπειρος,http://hdl.handle.net/20.500.11853/204850,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
106138,Τον έχω στ' αυγά και στο κροκίδι,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157799,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
4609,Του έρχομαι από κάκι,Ήπειρος,http://hdl.handle.net/20.500.11853/169359,"Βαξοβάνος, Λεωνίδας",Ήπειρος,37.9982534,23.7378671
105646,Άλλα σήμερα κι' άλλα αύριο,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/157847,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
93819,Παλιό άλογο καινούργια περπατ΄σια δε βγαν΄,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/267790,"Παπάς, Δ. Α.",Ήπειρος,37.9982534,23.7378671
104394,Άλλο είν' το κάτσε – κάτσε κι' άλλο το μανικοτράβα,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/239476,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
89874,"Ξενοδουλεύει, χαίρεται, κακόν καιρό παντέχει","Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/237934,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
8546,"Όποιος επιστεύ΄ της γυναικός τα λόγια όπου λέει, στη θάλασσα επάνει λαγούς και στα βουνά ψαρεύει",Ήπειρος,http://hdl.handle.net/20.500.11853/167056,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
74770,Μήτε μέλι εφάγαμε μήτ΄ η καρδιά μας κόφτει,Ήπειρος,http://hdl.handle.net/20.500.11853/280759,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
92463,Αρχοντιές και λίμπες άδειες,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/155980,"Οικονομίδης, Δημήτριος Β.",Ήπειρος,37.9982534,23.7378671
8742,Τρέχα λίγδα στον παστό,Ήπειρος,http://hdl.handle.net/20.500.11853/255995,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
118750,Ο άτυχος τύχη γύρευε κ' ηύρε την ατυχία,Ήπειρος,http://hdl.handle.net/20.500.11853/159324,"Χρηστοβασίλης, Χ.",Ήπειρος,37.9982534,23.7378671
1342,Ν έδισι τ γουμάρα τ,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186395,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
45460,Σι καλό να μας βγούν τα γέλοια μας,"Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/170286,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
8322,Ελιές καί πεντέξ' βολές,Ήπειρος,http://hdl.handle.net/20.500.11853/166999,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
105992,"Όποιος γελάει πολύ, κλαίει και πολύ","Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/168433,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
5585,Έχει ο αφέντης μας και πιο μεγάλο αφέντη,Ήπειρος,http://hdl.handle.net/20.500.11853/141562,"Βήχος, Κωνσταντίνος",Ήπειρος,37.9982534,23.7378671
1265,Έχ ήσ' κιουν,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/186422,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
44736,"Αξαίν' του γουμάρ', κουνδαίν' του σαμάρ'","Ήπειρος, Δολιανά",http://hdl.handle.net/20.500.11853/148676,"Κοντοπάνος, Α.",Ήπειρος,37.9982534,23.7378671
89838,Επήρε ή έγειρε Για τά πλάγια,"Ήπειρος, Τσαμαντάς",http://hdl.handle.net/20.500.11853/247819,"Νίτσος, Νικόλαος",Ήπειρος,37.9982534,23.7378671
7575,Απ' όξου κούκλα κι' απού μέσα πανούκλα,Ήπειρος,http://hdl.handle.net/20.500.11853/168973,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
8537,Όποιος δεν τον ξέρ΄ ακριβά τον αγοράζει,Ήπειρος,http://hdl.handle.net/20.500.11853/289043,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
1282,Είνι να τουν μυθοσέρν!,"Ήπειρος, Ζαγόρι",http://hdl.handle.net/20.500.11853/228124,"Αναγνωστόπουλος, Γιώργος Π.",Ήπειρος,37.9982534,23.7378671
8365,Θέματ' άρρητα ραμμένα και κουκκιά μαγειρεμένα,Ήπειρος,http://hdl.handle.net/20.500.11853/271613,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
7685,"Ου καλός ου μύλους ό,τ' νάνι αλέθ'",Ήπειρος,http://hdl.handle.net/20.500.11853/284000,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
7672,"Όποιους τ΄ άσπρι, ας τα θερίσ΄",Ήπειρος,http://hdl.handle.net/20.500.11853/168994,"Γαλδέμης, Αναστάσιος Δ.",Ήπειρος,37.9982534,23.7378671
74204,Απελπισμένο κάτεργο βαθειά νερά αρμενίζει,Ήπειρος,http://hdl.handle.net/20.500.11853/153039,"Μανούσος, Αντώνιος",Ήπειρος,37.9982534,23.7378671
104981,Πήρα 'να νομπέτ',"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/239593,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
104470,Βήκε η πομπή στο δρόμο και γελάει τον κόσμον όλο,"Ήπειρος, Κόνιτσα",http://hdl.handle.net/20.500.11853/248495,"Ρεμπέλης, Χαράλαμπος",Ήπειρος,37.9982534,23.7378671
105702,Γίνκα ρουσφάει,"Ήπειρος, Ζαγόρι, Βίτσα",http://hdl.handle.net/20.500.11853/291179,"Σάρρος, Δημήτριος Μ.",Ήπειρος,37.9982534,23.7378671
8269,Δεν ηύρες το μαλλιαρόκωλο,Ήπειρος,http://hdl.handle.net/20.500.11853/141883,"Γόνιος, Α.",Ήπειρος,37.9982534,23.7378671
70310,Ξισαμάρουτου γαιδούρι,Αιτωλία,http://hdl.handle.net/20.500.11853/152488,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69395,Είν' αηκουσμέν' αυτήν,Αιτωλία,http://hdl.handle.net/20.500.11853/152311,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
71123,Τ' χρουστάει ο Θεός,Αιτωλία,http://hdl.handle.net/20.500.11853/176703,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69358,Έχου απ΄τουγ κιρό τ΄σβίνγη!,Αιτωλία,http://hdl.handle.net/20.500.11853/267618,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69596,Η πλάλα τς γάτας απ' του σπίτ ως τν αχυρώνα,Αιτωλία,http://hdl.handle.net/20.500.11853/164422,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69737,Θεού θέλημα είτε καλά είτε άσκημο,Αιτωλία,http://hdl.handle.net/20.500.11853/176688,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
70309,Ξιρουμέτρ' τα πήρι,Αιτωλία,http://hdl.handle.net/20.500.11853/250742,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
70603,"Ούτι πουτέ σ' είδα, ούτι κακό να ιδής",Αιτωλία,http://hdl.handle.net/20.500.11853/152314,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
70110,"Μη σας γελάση ο μπάκακας ή το χελιδονάκι, αν δεν λαλήση ο τζίτζικας δεν είν' καλοκαιράκι",Αιτωλία,http://hdl.handle.net/20.500.11853/208817,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69966,Κόψτι τμ πίττα τώρα,Αιτωλία,http://hdl.handle.net/20.500.11853/208129,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
71156,Τα παλιά κουνίσματα τα βάν' νι 'ςτου γ'νειτίκ,Αιτωλία,http://hdl.handle.net/20.500.11853/250697,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69601,"Η σκύλα άμα γλεπ' του λαό, στέκιτη να κατ'ρίσ'",Αιτωλία,http://hdl.handle.net/20.500.11853/275919,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
70588,Ούλου η κάτ' η μκριά θκή μας είνι,Αιτωλία,http://hdl.handle.net/20.500.11853/164429,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
68675,"Άπιαστα π'λιά, χίλια στουμ παρά",Αιτωλία,http://hdl.handle.net/20.500.11853/152357,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
68725,Αλίμουνου στουν αρφανό κι' ας είνι κι μι γένεια,Αιτωλία,http://hdl.handle.net/20.500.11853/152123,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
68925,Αφήνου μεσ' στ' λάκκα,Αιτωλία,http://hdl.handle.net/20.500.11853/152335,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69685,Θα σ' αλλάξω τμ πίστ' στου ξύλου,Αιτωλία,http://hdl.handle.net/20.500.11853/152322,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69978,Κούτσουρα λθάρια γίν'καν δουλιά καϋμένα,Αιτωλία,http://hdl.handle.net/20.500.11853/272327,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
68747,"Αν ήμουν σκυλί, τότι να τραβιέσαν",Αιτωλία,http://hdl.handle.net/20.500.11853/250833,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
68784,Απ' τα ίδια πάστα είνι,Αιτωλία,http://hdl.handle.net/20.500.11853/250760,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
71153,Τα ξεράδια σ΄ Παναϊού μου,Αιτωλία,http://hdl.handle.net/20.500.11853/289878,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69117,Δεν αφήνω σκατοψύχι,Αιτωλία,http://hdl.handle.net/20.500.11853/250834,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69137,"Δεν έχου σαϊά, θέλου κι πκάμσου",Αιτωλία,http://hdl.handle.net/20.500.11853/160384,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
69393,Είν' άλλ' φρόν'μ' να σιάσν' τς παλαβούς,"Αιτωλία, Αμβρακιά",http://hdl.handle.net/20.500.11853/283086,"Λουκόπουλος, Δημήτριος",Αιτωλία,37.4204248,24.9479564
